Novo Conceito,,,
Título,Autor,Preço de Capa,Preço com Desconto
"Decima Segunda Profecia, A","REDFIELD, JAMES","64,90","32,45"
"Dente Por Dente: Depois Que A Chama Se Acende, So Resta Deix","VIVIAN, SIOBHAN","59,90","29,95"
Desafio,"RESWINE, C.J.","59,90","29,95"
"Desafio Da Lideranca, O Aprendendo Com O Desastre Do Everest","KAYES, CHRISTOPHER","64,90","32,45"
Desde O Primeiro Instante: O Que Acontece Quando Alguem Que,"MACFARLANE, MHAIRI","59,90","29,95"
Desintegrados,"SHUSTERMAN, NEAL","59,90","29,95"
"Devocao: Ele Acreditou Que Seria Capaz. E Por Seu Filho, Sup","HOYT, DICK / YAEGER, DON","54,90","27,45"
Dez Coisas que Aprendi sobre o Amor,Sarah Butler,"54,90","27,45"
"Diamante, O",J Courtney Sullivan,"59,90","29,95"
Dias Melhores Virao,"WAINER, JENNIFER","59,90","29,95"
Diga Aos Lobos Que Estou Em Casa,"BRUNT, CAROL RIFKA","59,90","29,95"
Dizem por Aí,Jill Mansell,"59,90","29,95"
Dois Rios,T. Greenwood,"64,90","32,45"
"Dom, O","PATTERSON, JAMES","59,90","29,95"
"Eles Falam, Eu Falo","GRAFF, GERALD","54,90","27,45"
"Em Busca De Um Final Feliz: Vida, Morte E Esperanca Entre Os","BOO, KATHERINE","59,90","29,95"
Encontrando-Me,"CAMARCK, CORA","54,90","27,45"
Enders,"PRICE, LISSA","59,90","29,95"
Esc@Ndalo,"FOWLER, THERESE","59,90","29,95"
Escolha Do Coracao: O Que Fazer Quando A Unica Maneira De Sa,"BROOKE, AMANDA","59,90","29,95"
Esconda-Se: Voce Tera Boas Razoes Para Temer...,"GARDNER, LISA","59,90","29,95"
Esperando por Doggo,Mark B. Mills,"59,90","29,95"
Esperando Por Você,Susane Colasanti,"59,90","29,95"
Espero Por Voce,"ARMENTROUT, JENNIFER L.","59,90","29,95"
"Espiao, O","CUSSLER, CLIVE / SCOTT, JUSTIN","64,90","32,45"
Esta E Uma Historia De Amor: ...Mas Nem Toda Historia De Amo,"BLACK,HOLLY","59,90","29,95"
Estou com Sorte,Douglas Edwards,"79,90","39,95"
Eu Te Darei O Sol,"NELSON, JANDY","59,90","29,95"
"Eu, Filha de Sobreviventes do Holocausto",Bernice Eisenstein,"54,90","27,45"
Eve e Adam,Michael Grant,"59,90","29,95"
"Executivo e o Elefante, O",Richard L. Daft,"64,90","32,45"
Fenix - A Ilha,"DIXON, JOHN","59,90","29,95"
"Filha Do Louco, A","SHEPHERD, MEGAN","59,90","29,95"
"FILHA DO PANTANO, A","BILLINGSLEY, FRANNY","59,90","29,95"
Fingindo,Cora Carmack,"54,90","27,45"
FIQUE COMIGO,"ARMENTROUT, JENNIFER L.","54,90","27,45"
Fique Forte,"VUJICIC, NICK","54,90","27,45"
Fique rico! Você pode!,Dennis Felix,"59,90","29,95"
Fogo Contra Fogo,"HAN, JENNY / VIVIAN, SIOBHAN","59,90","29,95"
"Fogo, O","PATTERSON, JAMES","54,90","27,45"
"Garotas De Corona Del Mar, As","THORPE, RUFI","59,90","29,95"
Garotas De Vidro - A Verdade Nem Sempre E O Que Enxergamos,"ANDERSON, LAURIE HALSE","59,90","29,95"
"GEMEAS, AS","SARGINSON, SASKIA","59,90","29,95"
"Grande Ivan, O",Katherine Applegate,"54,90","27,45"
Greenspan A Fraude Como As Politicas Do Poderoso Ex-Presiden,"BATRA, RAVI","64,90","32,45"
"Homen Que Sabia Demais, O Alan Turing E A Invencao Do Comput","LEAVITT, DAVID","59,90","29,95"
Hospitalidade E Negocios O Rei Da Gastronomia De Nova York C,"MEYER, DANNY","64,90","32,45"
Hugo Chaves Da Origem Simples Ao Ideario Da Revolucao Perman,"JONES, BEART","84,90","42,45"
Imperfeitos,"AHERN, CECELIA","59,90","29,95"
Indomavel,"VUJICIC, NICK","54,90","27,45"
Infinity Drake,John Mcnally,"59,90","29,95"
Investidores e Mercados,William F. Sharpe,"64,90","32,45"
Jardim De Inverno,"HANNAH, KRISTIN","59,90","29,95"
"Jornada, A","MOULTON, ERIN E.","54,90","27,45"
Julieta Imortal,"JAY, STACEY","54,90","27,45"
Laços Inseparáveis,Emily Giffin,"59,90","29,95"
Lado Mais Sombrio: Bem-Vindo Ao Verdadeiro Pais Das Maravilh,"HOWARD, A. G","59,90","29,95"
Ladrao De Almas: O Amor Verdadeiro Pode Durar Uma Eternidade,Alma Katsu,"59,90","29,95"
"Lago Mistico, O","HANNAH, KRISTIN","59,90","29,95"
"Leis Da Simplicidade, As -Vida , Negocios, Tecnologia E Desi","MAEDA, JOHN","54,90","27,45"
LENDARIO - (NOVO CONCEITO),"GARBER, STEPHANIE","64,90","32,45"
"Letras Do Amor, As","OTTONI, PAULA","54,90","27,45"
Licoes De Vida: Uma Viagem Inesperada Com Destino Ao Coracao,"TYLER, ANNE","59,90","29,95"
Lider Empreendedor,"RAMSEY, DAVE","64,90","32,45"
"Livraria 24 Horas Do Mr. Penumbra, A","SLOAN, ROBIN","59,90","29,95"
"Livro da Loucura e das Curas, O",Regina Melveny,"59,90","29,95"
LOLA E O GAROTO DA CASA AO LADO - (7204),"PERKINS, STEPHANIE (ORG.)","59,90","29,95"
"Lorde Supremo, O:Quando A Aprendiz Supera O Mestre, E Apenas","CANAVAN, TRUDI","64,90","32,45"
Louco Por Você,Jasinda Wilder,"54,90","27,45"
Magisterium,Holly Black,"59,90","29,95"
MAIS DO QUE ISSO,"NESS, PATRICK","59,90","29,95"
"Mais Pura Verdade, A","GEMEINHART, DAN","59,90","29,95"
Man Repeller,Leandra Medine,"59,90","29,95"
Manuscritos do Mar Morto,ADAM BLAKE,"59,90","29,95"
Masterpiece Chegou A Vez De Marvin No Mundo Da Arte,"BROACH, ELISE","59,90","29,95"
Maximum Ride - Projeto Angel,James Patterson,"59,90","29,95"
"Menina Da Neve, A","IVEY, EOWYN","59,90","29,95"
"Menina Mais Fria De Coldtown, A","BLACK, HOLLY","59,90","29,95"
"Menina Que Nao Acredita Em Milagres, A","WUNDER, WENDY","59,90","29,95"
"Menina Que Semeava, A","ARONICA, LOU","59,90","29,95"
"Menino Dos Fantoches De Varsovia, O","WEAVER,EVA","59,90","29,95"
Mensageiro Milionario - Faca A Diferenca E Enriqueca Ao Comp,"BURCHARD, BRENDON","64,90","32,45"
"Mente Milionaria, A (Sem Segredos) Para Ser Um Milionario, C","STANLEY, THOMAS","59,90","29,95"
Mentiras Como O Amor,"REID, LOUISA","59,90","29,95"
Mentiras que Confortam,Randy Susan Meyers,"59,90","29,95"
"Meu Amor, Meu Bem, Meu Querido",Deb Caletti,"54,90","27,45"
Miley Cyrus,Posy Edwards,"39,90","19,95"
Minha Vez de Brilhar,Erin E. Moulton,"54,90","27,45"
Minta que me Ama,Maria Duffy,"59,90","29,95"
"Momento Mágico, O",Jeffrey Zaslow,"59,90","29,95"
Morte E Vida De Charlie St Cloude -Um Coracao Dividido Entre,"SHERWOOD, BEM","54,90","27,45"
Mulherão da P*rra,Karine Carrijo,"44,90","22,45"
Mulheres Boas de Cama,Novo Conceito,"39,90","19,95"
Mulheres Livres,Aurine Crémieu,"54,90","27,45"
Mulheres Que Escolhem Demais,"MACFARLANE, MHAIRI","59,90","29,95"
"Mundo Brilhante, Um","GREENWOOD, T.","59,90","29,95"
"Mundo Pelos Olhos De Bob, O","BOWEN, JAMES","54,90","27,45"
"Museu das Coisas Intangíveis, O",Wynder Wunder,"59,90","29,95"
Na Companhia das Estrelas,PETER HELLER,"59,90","29,95"
Na Minha Pele -A Historia De Uma Jornada,"HOLDEN, KATE","59,90","29,95"
Nao Sou Em Anjo,"BOWER, TOM","109,90","54,95"
Nao Sou Este Tipo De Garota,"VIVIAN, SIOBHAN","59,90","29,95"
Nas Montanhas do Marrocos,"BERARD, LUISA","64,90","32,45"
NESSE LIVRO A PRINCESA NAO USA COROA,Felipe Taffarel,"44,90","22,45"
Neve na Primavera,Sarah Jio,"59,90","29,95"
Noites Italianas,"HOLDEN, KATE","59,90","29,95"
Nunca Deixe De Acreditar,"RICKARDSSON,CHRISTINA","59,90","29,95"
O Amor Em Primeiro Lugar,"GIFFIN, EMILY","59,90","29,95"
O Bangalô,Sarah Jio,"59,90","29,95"
O Beijo,"PATTERSON, JAMES","54,90","27,45"
O Colecionador de Memórias,Cecelia Ahern,"59,90","29,95"
O farol e a tempestade,"FELIPPE, ROMOLU","49,90","24,95"
O Livro do Amanha,Cecelia Ahern,"59,90","29,95"
O Mago,FERNANDO MORAIS,"64,90","32,45"
O Que Te Move?,"MORAES, FERNANDO","44,90","22,45"
Olho Por Olho: Garotas Crescidas Nao Choram... Elas Acertam,"HAN, JENNY / VIVIAN, SIOBHAN","59,90","29,95"
"Outra Vida, A","WINNACKER, SUSANNE","59,90","29,95"
P.S.: Eu Te Amo: Existem Amores Que Duram Mais Que Uma Vida,"AHERN, CECELIA","59,90","29,95"
Paperboy: Nao Existem Homens Integros,"DEXTER, PETE","59,90","29,95"
Para Sempre,"CARPENTER, KIM / CARPENTER, KRICKITT","54,90","27,45"
Perdendo-Me,"CARMACK, CORA","54,90","27,45"
"Pergaminho De Massada, O A Historia Dos Novos Apostolos","BLOCK, PAUL / VAUGHAN, ROBERT","49,90","24,95"
Pipocando,"ROLANDINHO / BOCK, BRUNO","59,90","29,95"
"Playlist De Hayden, A","FALKOFF, MICHELLE","59,90","29,95"
"Poder da Energia, O",Brendon Burchard,"59,90","29,95"
Pokemon Go - De Treinador A Mestre - Guia Nao Oficial,"HALLEF, EMANUEL","49,90","24,95"
Por que Amamos Ler?,Brian Bristol,"54,90","27,45"
Por Toda A Eternidade,"HANNAH, KRISTIN","59,90","29,95"
Poseidon,"BANKS, ANNA","59,90","29,95"
Postais Do Coracao,"GRIFFIN, ELLA","59,90","29,95"
"Pousada Rose Harbor, A","MACOMBER, DEBBIE","59,90","29,95"
Preces E Mentiras,"EMMONS, SHERRI WOOD","59,90","29,95"
"Presente, O: As Vezes E Preciso Se Entregar A Alguem Para Pe","AHERN, CECELIA","59,90","29,95"
Presentes da Vida,"GIFFIN, EMILY","59,90","29,95"
Primeiro Amor,"PATTERSON, JAMES","54,90","27,45"
Primeiro e Único,EMILY GIFFIN,"59,90","29,95"
"Procura Da Felicidade, A Uma Historia De Vida","GARDNER, CHRIS","54,90","27,45"
Prometo Falhar,"FREITAS, PEDRO CHAGAS","59,90","29,95"
"Proposta Irrecusável, Uma",Jill Mansell,"59,90","29,95"
Proteja-me,Juliette Fay,"59,90","29,95"
Provence - O Lugar Onde Se Curam Coracoes Partidos,"ASHER, BRIDGET","59,90","29,95"
"Proxima Decada, A","FRIEDMAN, GEORGE","64,90","32,45"
Qual Seu Numero?,"BOSNAK, KARYN","59,90","29,95"
Qualquer Outro Lugar,"HOWARD, A.G.","59,90","29,95"
Quando As Estrelas Caem,"KAUFMAN, AMIE","59,90","29,95"
Quando Eu Era Joe,"DAVID, KEREN","59,90","29,95"
Quando Tudo Volta,"WHALEY, JOHN COREY","54,90","27,45"
Quando Uma Garota Entra Em Um Bar,"PAIGE, HELENA S.","54,90","27,45"
"Que os Homens Não Contam Sobre Negócios para as Mulheres, O",Christopher V. Flett,"59,90","29,95"
"Questão de Confiança, Uma",Louise Millar,"59,90","29,95"
Questoes Do Coracao,"GIFFIN, EMILY","59,90","29,95"
Refem Da Obsessao: O Preco Da Vida Eterna E A Submissao,"KATSU, ALMA","59,90","29,95"
"Reino Secreto de Todd, O",Louise Galveston,"54,90","27,45"
"Reino, O",Clive Cussler,"64,90","32,45"
Renovo,FERNANDO MORAES,"44,90","22,45"
"Retrato, O","LOVETT, CHARLIE","59,90","29,95"
Romeu Imortal,"JAY, STACEY","59,90","29,95"
Rose Na Tempestade,"KATZ, JON","59,90","29,95"
"Sabedoria Do Condado, A: Tudo Sobre O Estilo De Vida Dos Hob","SMITH, NOBLE","54,90","27,45"
Sangue Na Neve,"GARDNER, LISA","59,90","29,95"
Segredos Revelados,"MICHAELS, FERN","54,90","27,45"
Seis Coisas Impossiveis,"WOOD, FIONA","59,90","29,95"
Sempre Havera Voce,"BUTLER, HEATHER","54,90","27,45"
Sete Minutos Depois Da Meia-Noite,"NESS, PATRICK","54,90","27,45"
Simplesmente Acontece (Capa Do Filme),"AHERN, CECELIA","59,90","29,95"
Simpsons E A Ciencia Que Eles Podem Nos Ensinar Sobre A Fisi,"HALPERN, PAUL","49,90","24,95"
Sociedade Dos Meninos Genios,"ROSEN, LEV AC","59,90","29,95"
Sociedade J.M. Barrie,"ZITWER, BARBARA J.","59,90","29,95"
Soldier,Sam Angus,"59,90","29,95"
Solteira e Feliz,Marjorie Hillis,"39,90","19,95"
"Solteiros, Os",Meredith Goldstein,"59,90","29,95"
Sonhe Mais: Reconstruindo A Vida Apos A Perda,"PAUSCH, JAI","59,90","29,95"
Sonhos Despedacados,"JAMES, ELLIE","59,90","29,95"
Starters: Sobreviver E Apenas O Comeco,"PRICE, LISSA","59,90","29,95"
Superação,"VUJICIC, NICK","54,90","27,45"
Supersentido Porque Acreditamos No Inacreditavel,"HOOD, BRUCE M.","59,90","29,95"
Sussurros do Pais das Maravilhas,"HOWARD, A. G.","59,90","29,95"
Tempo De Mudancas,"JEWELL, LISA","59,90","29,95"
Tempo de ser,Fernando Moraes,"44,90","22,45"
Tipo Destino,Susane Colasanti,"59,90","29,95"
Tocando as Estrelas,Rebecca Serle,"54,90","27,45"
Todos os Nossos Ontens,Cristin Terrill,"59,90","29,95"
Tres Vezes Nos,"BARNETT, LAURA","59,90","29,95"
Tudo O Que Ela Sempre Quis - A Busca Por Um Terrivel Segredo,"FREETHY, BARBARA","59,90","29,95"
Tudo que um Geek Deve Saber,Ethan Gilsdorf,"59,90","29,95"
Twittando O Amor,"MEREIROS, TERESA","59,90","29,95"
"Ultima Camelia, A","JIO, SARAH","59,90","29,95"
Um Amor em Movimento,"MORAES, FERNANDO","49,90","24,95"
Um Ano Inesquecivel,"ANTHONY, RONALD","59,90","29,95"
Um Conto Do Destino : Acredite Em Milagres,"HELPRIN, MARK","79,90","39,95"
Um Gato De Rua Chamado Bob,"BOWEN, JAMES","54,90","27,45"
Um Lugar Para Ficar,"CALETTI, DEB","59,90","29,95"
Um Verao Para Recomecar,"MATSON, MORGAN","59,90","29,95"
Uma Chance para Recomeçar,LISA KLEYPAS,"54,90","27,45"
Uma Prova de Amor,EMILY GIFFIN,"59,90","29,95"
Uma Vida Sem Limites,"VUJICIC, NICK","54,90","27,45"
Uvas E Vinhos O Prazer Da Descoberta,"ROBERTO, JOAO","79,90","39,95"
Vai Ficar Mais Fácil,Claudine Wolk,"64,90","32,45"
Vermelho Como Sangue,SALLA SIMUKKA,"59,90","29,95"
"Vinte Garotos No Verao: Na Verdade, As Coisas Nao Vao Embora","OCKLER,SARAH","59,90","29,95"
"Violetas De Marco, As: Um Antigo Diario Com O Poder De Mudar","JIO, SARAH","59,90","29,95"
"Viva Para Contar - As Vezes, Os Crimes Mais Devastadores Sao","GARDNER, LISA","59,90","29,95"
Zac e Mia,A. J. Bets,"59,90","29,95"
Zodiaco A Historia Real Da Cacada Ao Serial Killer Mais Mist,"GRAYSMITH, ROBERT","59,90","29,95"
