64,CARTOGRAFIAS DO CONTEMPORÂNEO,ANTONIO FERNANDES JUNIOR,SOCIOLOGIA,"R$ 45,00","R$ 22,50"
65,CECÍLIA MEIRELES E A TRAVEL IN BRAZIL (1941-1942),LUIS ANTÔNIO CONTATORI,LITERATURA,"R$ 40,00","R$ 20,00"
66,CEM ANOS DE MÚSICA EM,CARLOS AMARAL,MÚSICA,"R$ 50,00","R$ 25,00"
67,"CERRAD0, GERAIS, SERTÃO",JOÃO BATISTA DE ALMEIDA,ANTROPOLOGIA,"R$ 50,00","R$ 25,00"
68,CIÊNCA E IDEOLOGIA,GILDO MAGALHÃES,HISTÓRIA,"R$ 60,00","R$ 30,00"
69,CINEMA APESAR DA IMAGEM,GABRIEL MENOTTI,CINEMA,"R$ 45,00","R$ 22,50"
70,CINEMA E PENSAMENTO,ROSANE KAMINSKI,HISTÓRIA,"R$ 50,00","R$ 25,00"
71,COMANDANTES E COVARDES: HONRA E MÉRITO EM ESPA,GTABRIEL CABRAL BERNARDO,HISTÓRIA,"R$ 60,00","R$ 30,00"
72,"COMÉRCIO, BENS DE PRESTÍGIOE INSÍGNIAS DE PODER",MARCIA CRISTINA PACITO,HISTÓRIA,"R$ 48,00","R$ 24,00"
73,COMPARAÇÃO DE VALORES - ANTONIO ARNEY,GISELLE DE MORAES,ARTES,"R$ 70,00","R$ 35,00"
74,COMUNICAÇÃO E CULTURA EM,ANTONIO NOLBERTO DE OLIVEIR,COMUNICAÇÃO,"R$ 35,00","R$ 17,50"
75,"COMUNICAÇÃO, MÍDIA E SOCIEDADE",MARCELO SANTOS,COMUNICAÇÃO,"R$ 45,00","R$ 22,50"
76,CONCEITOS E LINGUAGENS,MÁRCIA NAXARA,HISTÓRIA,"R$ 45,00","R$ 22,50"
77,CONDIÇÕES DE VIDA E SAÚDE,MAGDA DIMENSTEIN,PSICOLOGIA,"R$ 60,00","R$ 30,00"
78,CONSUMINDO E VIVENDO A VIDA -,MARIA APARECIDA BACCEGA,COMUNICAÇÃO,"R$ 35,00","R$ 17,50"
79,CONTATOS E INTERCÂMBIOS NO,MARÍA SABINA URIBARREN,ARQUITETURA,"R$ 60,00","R$ 30,00"
80,CORAÇÃO CIVIL,MARCOS NAPOLITANO,HISTÓRIA,"R$ 60,00","R$ 30,00"
81,CRIAR UM MUNDO DO NADA,JOSÉ GERALDO VINCI,HISTÓRIA,"R$ 48,00","R$ 24,00"
82,CRISE E IRRESOLUÇÃO: A POESIA DE DANTE MILANO,VANESSA MORO KUKUL,LITERATURA,"R$ 46,00","R$ 23,00"
83,CRISES: UMA PERSPECTIVA MULTIDISCIPLINAR,MARCELO CÂNDIDO DA SILVA,HISTÓRIA,"R$ 50,00","R$ 25,00"
84,CRÍTICA E CURADORIA DENTRO E FORA DO EIXO,ANA AVELAR,ARTES,"R$ 42,00","R$ 21,00"
85,"CROCODILOS, SATÍRICOS E HUMORISTAS INVOLUNTÁRIO",ELIAS THOMÉ SALIBA,HISTÓRIA,"R$ 35,00","R$ 17,50"
86,"CULTURA, CORPO E EDUCAÇÃO",PEDRO VILARINHO,CIÊNCIAS SOCIAIS,"R$ 45,00","R$ 22,50"
87,CURRAIS CONCRETOS,MARCELO BENINI,LITERATURA,"R$ 32,00","R$ 16,00"
88,DA GUERRILHA A IMPRENSA,AMELINHA TELES,ESTUDOS DE GENÊRO,"R$ 45,00","R$ 22,50"
89,DA MÚSICA FOLCLÓRICA À MÚSICA,JULIANA PÉREZ,HISTÓRIA,"R$ 45,00","R$ 22,50"
90,DAS ARTES E SEUS PERCURSOS,CLAUDIA MARINHO,ARTES,"R$ 45,00","R$ 22,50"
91,DAS ARTES E SEUS TERRITÓRIOS,WALMERI RIBEIRO,ARTES,"R$ 35,00","R$ 17,50"
92,DE CARRINHO PELA CIDADE - A,GIANCARLO MARQUES,ANTROPOLOGIA,"R$ 40,00","R$ 20,00"
93,"""...DE TUDO QUE A GENTE SONHOU"": AMIGOS E CANÇÕES",DSOHE CYLLUAB CEA DSAT REOSQ DUININIZA,MÚSICA,"R$ 54,00","R$ 27,00"
94,DEPUTADOS E DELEGADOS DO PODER,RODRIGO MARZANO MUNARI,HISTÓRIA,"R$ 52,00","R$ 26,00"
95,DESENHANDO A REVOLUÇÃO: AS,RODRIGO RODRIGUEZ,HISTÓRIA,"R$ 50,00","R$ 25,00"
96,DEVIR,WANDERSON ALVES,ARTES,"R$ 40,00","R$ 20,00"
97,DIAGONAIS DO AFETO,ALEXANDRE ALMEIDA,ANTROPOLOGIA,"R$ 45,00","R$ 22,50"
98,DIREITO AO DESENVOLVIMENTO,EDUARDO REZENDE MELO,DIREITO,"R$ 60,00","R$ 30,00"
99,DISCURSO E SUJEITO EM MICHEL,CLEUDEMAR ALVES,FILOSOFIA,"R$ 30,00","R$ 15,00"
100,DISPAROS NA CENA DO CRIME E O ESQUADRÃO DA MORT,M SAORBIN AS D LIAESN TAENST ODNOI OULTIMA HO,AC ICÊANRCIIOAC PAOLÍTICA,"R$ 48,00","R$ 24,00"
101,DISPOSITIVOS DE PODER/SABER EM,KÁTIA MENEZES DE,FILOSOFIA,"R$ 40,00","R$ 20,00"
102,DITADURAS - A DESMESURA DO,NILDO AVELINO,CIÊNCIA POLÍTICA,"R$ 50,00","R$ 25,00"
103,DO BRASIL E OUTRAS MARCAS: NAÇÃO E ECONOMIA SIM,ÓMLICICHAE NL ONSIC MOELGAUA ENVEETNTTOOS ESPO,ATINVTORSOPOLOGIA,"R$ 50,00","R$ 25,00"
104,DOCUMENTÁRIO E O BRASIL NA,CÁSSIO DOS SANTOS TOMAIN,HISTÓRIA,"R$ 45,00","R$ 22,50"
105,DOCUMENTÁRIO O CINEMA COMO,MAYKEL RODRIGUEZ,CINEMA,"R$ 35,00","R$ 17,50"
106,DOSTOIÉVSKI E BERGMAN O,FLÁVIO RICARDO VASSOLER,CINEMA,"R$ 25,00","R$ 12,50"
107,"""DONDE O OURO VEM""",IVANA PANSERA,HISTÓRIA,"R$ 38,00","R$ 19,00"
108,DRAMATIZAÇÃO DOS CORPOS,LUANA TVARDOVSKAS,ARTES,"R$ 60,00","R$ 30,00"
109,E O VERBO SE FEZ HOMEM CORPO E,CARLOS CAMARGOS,SEMIÓTICA,"R$ 30,00","R$ 15,00"
110,ECONOMIA BRASILEIRA: CRISE E ESTAGNAÇÃO,MARIA APARECIDA DE PAULA RA,OCIÊNCIA POLÍTICA,"R$ 40,00","R$ 20,00"
111,"EDUCAÇÃO PELO ARQUIVO: ENSINAR, PESQUISAR, ESCR",VJUELRI OC OGMRO FPOPUAC AQULUTINO,EDUCAÇÃO,"R$ 70,00","R$ 35,00"
112,EDUCAÇÃO PERMANENTE E DE JOVENS E ADULTOS,LICÍNIO C. LIMA,EDUCAÇÃO,"R$ 40,00","R$ 20,00"
113,EM BUSCA DA LIBERDADE,ROMILDA COSTA MOTTA,HISTÓRIA,"R$ 55,00","R$ 27,50"
114,EM BUSCA DO FALSO BRILHANTE,RAFAELA LUNARDI,HISTÓRIA,"R$ 45,00","R$ 22,50"
115,EM TORNO DA ARQUITETURA,CLAUDIO FURTADO,ARQUITETURA,"R$ 40,00","R$ 20,00"
116,EM TORNO DE ANGOLA -,SELMA PANTOJA,HISTÓRIA,"R$ 40,00","R$ 20,00"
117,ENCANTAÇÕES ESCRITORAS E,NORMA TELLES,ESTUDOS LITERÁRIOS,"R$ 60,00","R$ 30,00"
118,ENSAIOS SOBRE A SINGULARIDADE,TONY HARA,FILOSOFIA,"R$ 30,00","R$ 15,00"
119,ENTRE A BELEZA DO MORTO E A,MARIA CELESTE MIRA,CIÊNCIAS SOCIAIS,"R$ 45,00","R$ 22,50"
120,ENTRE JOGOS E COPAS,ENRICO SPAGGIARI,ANTROPOLOGIA,"R$ 50,00","R$ 25,00"
121,ENTRE MUNDOS: UM ENCONTRO,PRISCILA MARTINS,JORNALISMO,"R$ 35,00","R$ 17,50"
122,EQUIDADE RACIAL: REFLEXÕES ACERCA DA GESTÃO ESC,VLAALRT ENRO  REONBSEINROT OM ÉSDILIVOÉRIO,EDUCAÇÃO,"R$ 37,00","R$ 18,50"
123,ERA TUDO MENTIRA - A VERDADE,MARCONI OLIVEIRA,JORNALISMO,"R$ 30,00","R$ 15,00"
124,ERNESTO LACLAU E SEU LEGADO,DANIEL DE MENDONÇA,CIÊNCIA POLÍTICA,"R$ 40,00","R$ 20,00"
125,ESCRITA E EDIÇÃO EM FRONTEIRAS PERMEÁVEIS,GABRIELA PELLEGRINO SOARES,HISTÓRIA,"R$ 40,00","R$ 20,00"
126,ESCRITOS CRÍTICOS,SILVIA CHIABAI,COMUNICAÇÃO,"R$ 38,00","R$ 19,00"
127,ESCRITOS ESPARSOS,CLEUDEMAR ALVES FERNANDES,LITERATURA,"R$ 40,00","R$ 20,00"
128,ESPAÇOS EM CONFLITO: ENSAIOS SOBRE A CIDADE NO C,NEAMTÁAL AIAR GC.E BNATRINROE NCHOANTEMPORÂ,CEIONEMA,"R$ 45,00","R$ 22,50"
129,ESTÉTICA DE RESISTÊNCIA NO PÓS -,DANIEL MARTINS,HISTÓRIA,"R$ 45,00","R$ 22,50"
130,ESTUDOS DE COMUNICAÇÃO E,MARIA APARECIDA BACCEGA,COMUNICAÇÃO,"R$ 30,00","R$ 15,00"
131,FAMÍLIA JOGA BOLA,ENRICO SPAGGIARI,ANTROPOLOGIA,"R$ 60,00","R$ 30,00"
132,FANTASIAS DE MEIA PATACA,JOSÉ ANTONIO PEREIRA,CONTOS,"R$ 30,00","R$ 15,00"
133,FAZENDA DE CACOS,MARCELO BENINI,POESIA,"R$ 25,00","R$ 12,50"
134,FESTA NO VAZIO: PERFORMANCE CONTRACULTURANOS,NARCTOUNRT RFORSE IDTAES ARTE,ARTES,"R$ 60,00","R$ 30,00"
135,FORRÓ E O REGIONALISMO,JACK DRAPPER III,ANTROPOLOGIA,"R$ 45,00","R$ 22,50"
136,FOTOGRAFANDO O INVISÍVEL:,AMNÉRIS MARONI,PSICANÁLISE,"R$ 35,00","R$ 17,50"
137,"FOUCAULT, FEMINISMO E SUBJETIVIDADE",MARGARET A. MCLAREN,ESTUDOS DE GENÊRO,"R$ 50,00","R$ 25,00"
138,"FOUCAULT, MESTRE",SALMA TANNUS,FILOSOFIA,"R$ 40,00","R$ 20,00"
139,"FOUCAULT: SABER, VERDADE E POLÍTICA",THIAGO FORTES,FILOSOFIA,"R$ 42,00","R$ 21,00"
140,FOUCAULT SIMPLESMENTE,SALMA TANNUS,FILOSOFIA,"R$ 40,00","R$ 20,00"
141,"FRAGMENTOS DA IDENTIDADE BRASIL-ESPAÇOS, ESCRIT","MS,A PRACISIAA RGEGNISNA CAPELARI NAXA",AHISTÓRIA,"R$ 50,00","R$ 25,00"
142,FRONTEIRAS DA PÁTRIA: DOS CAMPOS SEM VIDA AOS CA,MPIORSIA DNE S MILOVAR TREOSSI,HISTÓRIA,"R$ 56,00","R$ 28,00"
143,FRONTEIRAS MOVEÇAS,MONICA DUARTE DANTAS,HISTÓRIA,"R$ 70,00","R$ 35,00"
144,FRONTEIRAS E TERRITORIALIDADES,CARLO ROMANI,HISTÓRIA,"R$ 52,00","R$ 26,00"
145,"GABO, CRONISTA DA AMÉRICA: HISTÓRIA, MEMÓRIA E LIT",FREALTIPUER ADE PAULA GÓIS VIEIRA,LITERATURA,"R$ 52,00","R$ 26,00"
146,GÊNERO E IDEOLOGIA ENTRE EVANGÉLICOS BRASILEIRO,ROBSON DA COSTA DE SOUZA,ESTUDOS DE GENÊRO,"R$ 48,00","R$ 24,00"
147,GERENCIAMENTO AMBIENTAL,MARCO ANTONIO PALERMO,MEIO AMBIENTE,"R$ 25,00","R$ 12,50"
148,GESTÃO ESCOLAR. DEMOCRACIA E QUALIDADE DO ENSIN,VITOR HENRIQUE PARO,EDUCAÇÃO,"R$ 35,00","R$ 17,50"
149,GESTO INACABADO - PROCESSO DE,CECILIA ALMEIDA SALLES,ARTES,"R$ 42,00","R$ 21,00"
150,"GOVERNAMENTALIDADE,",NILDO AVELINO,CIÊNCIA POLÍTICA,"R$ 48,00","R$ 24,00"
151,GRUPOS VIVENCIAIS E,GEOGES DANIEL,PSICOLOGIA,"R$ 30,00","R$ 15,00"
152,HANNAH ARENDT E A CRISE DO,JOSÉ SÉRGIO FONSECA,EDUCAÇÃO,"R$ 50,00","R$ 25,00"
153,HAVIA UMA FLOR NO CAMINHO,TELMA DE BARROS,HISTÓRIA,"R$ 40,00","R$ 20,00"
154,HEGEMONIA E ESTRATÉGIA,ERNESTO LACLAU,CIÊNCIA POLÍTICA,"R$ 50,00","R$ 25,00"
155,HIKIKOMORI - A VIDA,CECILIA NORIKO,COMUNICAÇÃO,"R$ 30,00","R$ 15,00"
156,HILDEGARD RESENTHAL,YARA SCHREIBER,ANTROPOLOGIA,"R$ 45,00","R$ 22,50"
157,"HISTÓRIA, ARTE E CULTURA",FRANCISCO ALAMBERT,HISTÓRIA,"R$ 45,00","R$ 22,50"
158,HISTÓRIA DA HANSENÍASE NO BRASIL,YARA NOGUEIRA MONTEIRO,HISTÓRIA,"R$ 76,00","R$ 38,00"
159,"HISTÓRIA DAS CIÊNCIAS, SABERES E PRÁTICAS EM ANÁLI",EEDUARDO VASCONCELOS,HISTÓRIA,"R$ 52,00","R$ 26,00"
160,"HISTÓRIA, DIALÉTICA E DIÁLOGO COM AS CIÊNCIAS",PAULO TEIXEIRA IUMATTI,HISTÓRIA,"R$ 70,00","R$ 35,00"
161,HISTÓRIA E ARTE - ENCONTROS,ARTHUR FREITAS,ARTES,"R$ 40,00","R$ 20,00"
162,HOMENS DE NAÇÃO E DE,ANA HUTZ,HISTÓRIA,"R$ 45,00","R$ 22,50"
163,HUMAN CONNECTION PROJECT,CECILIA NORIKO,ARTES,"R$ 30,00","R$ 15,00"
164,IBIRAPUERA: PARQUE METROPOLITANO (1926-1954),ANA CLAUDIA CASTILHO BARONE,ARQUITETURA,"R$ 45,00","R$ 22,50"
165,IDEIAS E PRÁTICAS EM TRÂNSITO,LEILA LEITE HERNANDEZ,HISTÓRIA,"R$ 60,00","R$ 30,00"
166,IDENTIDADES - A PRODUÇÃO DA,ANA AMÉLIA C. GENIOLI,ARTES,"R$ 50,00","R$ 25,00"
167,"IMAGEM, NARRATIVA E SUBVERSÃO",ROSANE KAMINSKI,ARTES,"R$ 48,00","R$ 24,00"
168,IMAGEM-ESPESSURA,LUCY FIGUEIREDO,ARTES,"R$ 40,00","R$ 20,00"
169,IMAGENS QUE RESISTEM O,BEATRIZ FURTADO,CINEMA,"R$ 30,00","R$ 15,00"
170,IMPRENSA E ESCRAVIDÃO,ALAIN EL YOUSSEF,HISTÓRIA,"R$ 50,00","R$ 25,00"
171,"IMPRESSOS SUBVERSIVOS: ARTE, CULTURA E POLÍTICA",MARIA LUIZA TUCCI CARNEIRO,HISTÓRIA,"R$ 50,00","R$ 25,00"
172,INCONFIDÊNCIAS,MÁRCIA SANDY,POESIA,"R$ 25,00","R$ 12,50"
173,INDIFERENÇAS,MÁRCIA NAXARA,CIÊNCIA POLÍTICA,"R$ 45,00","R$ 22,50"
174,"ÍNDIOS NO BRASIL- VIDA, CULTURA E MORTE",MARIA LUIZA TUCCI E MIRIN SILVA,HRIOSSTSÓIRIA,"R$ 50,00","R$ 25,00"
175,INTRODUÇÃO À ANALÍTICA DO PODER DE MICHEL FOUCA,LJOT ÃO PAULO AYUB,CIÊNCIA POLÍTICA,"R$ 30,00","R$ 15,00"
176,JAPÃO EM MOVIMENTO,MARCO SAOUZA E CECÍLIA SAITO,SOCIOLOGIA,"R$ 50,00","R$ 25,00"
177,JORNADA INTERNACIONAL AMÉRICA LATINA,JERUSA PIRES/AMALIO PINHEIRO,COMUNICAÇÃO,"R$ 35,00","R$ 17,50"
178,JORNALISMO - CENÁRIOS E,CARLOS ALBERTO,JORNALISMO,"R$ 30,00","R$ 15,00"
179,JORNALISMO E HOMOFOBIA NO,BRUNO SOUZA,JORNALISMO,"R$ 30,00","R$ 15,00"
180,JORNALISMO EXPANDIDO,AMÁLIO PINHEIRO,COMUNICAÇÃO,"R$ 40,00","R$ 20,00"
181,JUVENTUDE NEGRA: DESAFIOS PARA O ENSINO MÉDIO,VALTER ROBERTO SILVÉRIO,EDUCAÇÃO,"R$ 37,00","R$ 18,50"
182,KHORION - XOPÍON: CIDADE E TERRITÓRIO,MARIA BEATRIZ BORBA FLORENZ,HNIOSTÓRIA,"R$ 60,00","R$ 30,00"
183,KIERKEGAARD EM DIÁLOGO COM A,MARCIO GIMENES,FILOSOFIA,"R$ 40,00","R$ 20,00"
184,LEGITIMIDADE E QUALIDADE DA,LUCIO RENNÓ,CIÊNCIA POLÍTICA,"R$ 35,00","R$ 17,50"
185,LEITURAS E LEITORES DE LACAN EM,ILANA KATZ,PSICANÁLISE,"R$ 35,00","R$ 17,50"
186,LIMIARES DAS REDES,MARCUS BASTOS,ARTES,"R$ 35,00","R$ 17,50"
187,LINHA DE HORIZONTE - POR UMA,EDITH DERDYK,ARTES,"R$ 25,00","R$ 12,50"
188,MANGÁS,PATRICIA M. BORGES,COMUNICAÇÃO,"R$ 40,00","R$ 20,00"
189,MANUEL DIÉGUES JUNIOR - O,MARCOS VASCONCELOS FILHO,SOCIOLOGIA,"R$ 30,00","R$ 15,00"
190,MARCA D'ÁGUA,SOLANGE ARAGÃO,POESIA,"R$ 20,00","R$ 10,00"
191,"MÁRIO DE ANDRADE: POESIA, AMOR",CRISTIANE RODRIGUES DE SOUZ,LITERATURA,"R$ 45,00","R$ 22,50"
192,MASHINAMU NA UHURU,LIA DIAS LARANJEIRA,HISTÓRIA,"R$ 50,00","R$ 25,00"
193,MEDIAÇÃO CULTURAL PARA,MIRIAN CELESTE MARTINS,EDUCAÇÃO,"R$ 30,00","R$ 15,00"
194,MEDIAÇÕES E ENFRENTAMENTOS DA,JOSÉ CIRILLO,ARTES,"R$ 45,00","R$ 22,50"
195,MEMORIAL DE ANTIAJUDA ACADÊMICA,JEDER SILVEIRA,HISTÓRIA,"R$ 45,00","R$ 22,50"
196,"MEMÓRIA, REIGIÃO E PODER",CARLOS ROBERTO FIGUEIREDO,HISTÓRIA,"R$ 48,00","R$ 24,00"
197,MEMÓRIAS DE OFÍCIOS: HISTÓRIA DOS ARTESÃOS DE OFÍ,AIONT EOMN SIAÃ TOE PRARUAL DOE CALAZANS F,RHNISATNÓDREIAS,"R$ 50,00","R$ 25,00"
198,MEMÓRIAS DE UMA ILHA,CAIO CAMARGO,HISTÓRIA,"R$ 40,00","R$ 20,00"
199,METODOLOGIAS ATIVAS DE,ANA KARENINA,EDUCAÇÃO,"R$ 35,00","R$ 17,50"
200,MICHEL FOUCULT: A ARTE NEOLIBERAL DE GOVERNAR E,H EADRUOCLADÇOÃ DOE RESENDE,FILOSOFIA,"R$ 50,00","R$ 25,00"
201,MICHEL FOUCAULT: DA PRODUÇÃO DE VERDADES,HAROLDO DE RESENDE,FILOSOFIA,"R$ 65,00","R$ 32,50"
