Odanmoferne tAalivses Batista Júnior; Paulo Robe,"to Coim69b,r9a","Silva34,95"
Karinne Amorim,"39,9","19,95"
nEedau maridnoe iArvaelar,"59,9","29,95"
Jeff Farrel; Keith Hayward; Jock Young,79,"39,5"
Jackson da Silva Leal; Jéssica Domiciano,"Jeremi5a9s;, 9P","iscila Fe2r9n,a9n5"
Clécio Lemos,59,"29,5"
ORGS: Cleber Araújo Cabral; Raul Amar,"; Thiago5 9L,e9","ino; Val2d9ec,9i 5d"
Antonio Teixeira dos Santos,"52,9","26,45"
Gabriel Carneiro e Paulo Henrique Silva,"79,9","39,95"
Ingrid Limeira,34,17
Isadora Brandão,"59,9","29,95"
Priscila Kichler Pacheco,"34,9","17,45"
Inês Stanisiere,46,23
Dalva Silveira,"49,9","24,95"
Dirceu Scali Junior,"29,9","14,95"
Ernesto Mallo,"49,9","24,95"
Georges Abboud,"64,9","32,45"
ORGS: Joaquim Falcão; Antônio José M,ristrello P6o8,to; Paulo A3u4g
Diegho Salles,"29,9","14,95"
Coord: Manoel Mário de Souza Barros -,rg: Pau1lo0 9H,"nório de5 C4a,5s"
Jairo Lima,"49,9","24,95"
Eduardo Costa de Mancilha,"29,9","14,95"
Lenio Luiz Streck,89,"44,5"
Marco Aurélio Cezarino Braga,"59,9","29,95"
Flavio Goldberg,"64,9","32,45"
Thiago Bruno Lapenda,"59,9","29,95"
ORGS: Christiany Pegorari Conte; Geral,"o Fons6ec4a,9","32,45"
Regina Stela Corrêa Vieira,"59,9","29,95"
Daniel Wei Liang Wang,"49,9","24,95"
ORG: Francisco Brito Cruz,"59,9","29,95"
ORG: Bruno Miragem,90,45
André Mendes Moreira; Onofre Alves Ba,ista Jun1io1r9;,"Paulo Ro5b9er,5t"
ORGS: André Mendes Moreira; Onofre Al,ves Bati1st1a9 J,"unior; Pa5u9lo,5"
ORG: Humberto Bersani,50,25
Lucas Machado Fagundes; Andriw de So,"za Loc4h9,9","24,95"
Thiago Bruno Lapenda,"49,9","24,95"
Carlos Caixeta,"54,9","27,45"
Carlos Caixeta,"54,9","27,45"
ORG: Paulo Henrique Silva,"79,9","39,95"
Sebastião Avelar,32,16
Larissa Rosa,36,18
Luiz Fernando do Vale de Almeida Guilh,"rme49,9","24,95"
Leo Moraes,"44,9","22,45"
Kassia Nobre dos Santos,"42,9","21,45"
Guilherme Andrade Carvalho,80,40
Vinícius de Assis Romão,"59,9","29,95"
Amanda Eiras Testi,"49,9","24,95"
Raissa Roussenq Alves,"49,9","24,95"
Angelita Guesser,"29,9","14,95"
Maria Dinat,"39,9","19,95"
ORGS: Marcelo Antônio Theodoro; Julia,"Natália89,9","44,95"
Preta Rara,"39,9","19,95"
Ingrid Viana Leão,"49,9","24,95"
ORG: Liciane Faria Traverso Gonçalves,62,31
Luiz Geraldo do Carmo Gomes,"49,9","24,95"
ORGS: Misabel de Abreu Machado Derzi,Onofre A9lv0,s Batista Jú4n5i
Valéria Machado,"57,9","28,95"
Clécio Gomes,50,25
Clécio Lemos,"59,9","29,95"
Henrique Garbellini Carnio,59,"29,5"
Sergio André Rocha,64,32
Ruben Maciel Franklin,"59,9","29,95"
Elaine Moraes,30,15
Rafael Morato,"44,9","22,45"
Tayná Leite,"39,9","19,95"
Marcelo Bizerril,"32,9","16,45"
Gabriel Oliveira,"43,9","21,95"
Daniela Ferrugem,"39,9","19,95"
Fabio Kimura e Hermes Lourenço,99,"49,5"
Marcella Rosa,"37,9","18,95"
Esperanza Prado,"49,9","24,95"
Mariangela Vidal; Ligia Rebelato; Marin,"Oger37,9","18,95"
Mariangela Vidal; Ligia Rebelato; Marin,"Oger34,9","17,45"
Vitor Oliveira,"32,9","16,45"
Icaro Hallais Marques,"49,9","24,95"
Brenda Torres; Sabrina Nascimento,"29,9","14,95"
Diego Crevelin De Sousa,89,"44,5"
Joaquim Falcão,66,33
Gabriel Arbex Valle,90,45
Marcio Pestana e Luiz Fernando de Cam,"rgo Pru6d9e,9n","e Amar3al4,95"
Wilma dos Santos Ribeiro; Valéria Corre,"Almei3d2a, 9","16,45"
Renata Pozzi Kretzmann,"49,9","24,95"
Bruno Destéfano,"29,9","14,95"
Leonardo Chermont de Sá,"37,9","18,95"
Ana Cláudia Jaquetto Pereira,"54,9","27,45"
Luiz Goes,"59,9","29,95"
Mateus Costa Pereira,"79,9","39,95"
Nuno Rebelo,"49,9","24,95"
Marcella Rosa,"39,9","19,95"
ORG: Salah H. Khaled Jr.,"59,9","29,95"
Luciana Grassano de Gouvêa Melo,"62,9","31,45"
Ludmila Mara Monteiro de Oliveira,90,45
Ana Castro,"36,9","18,45"
Ana Lúcia Frezzatti Santiago,48,24
Liana Portilho,"89,9","44,95"
Meire Fernandes,"34,9","17,45"
Bell Puã,"29,9","14,95"
Riccardo Cappi,"59,9","29,95"
Marcello Stella,"39,9","19,95"
ORG: Maurício Gieseler,"159,9","79,95"
Paulo Vigna,"39,9","19,95"
Juliana Bayeux,"59,9","29,95"
ORG: Carolina Valença Ferraz,"59,9","29,95"
Helio Flanders,"54,9","27,45"
Luciana Benassi Gomes Carvalh,79,"39,5"
Cristiana Xavier de Brito,"24,9","12,45"
Luciana Franco,35,"17,5"
Andrea Cordeiro; Mariely Biff; Roberta,"affaro; 4T9ic,i9a","e Figue2ir4ê,d9o5"
Yasmim Parlandin,"49,9","24,95"
Diogo Azoubel,"39,9","19,95"
Mélanie Layet,"39,9","19,95"
LLe)onardo Luiz Silveira da Silva; Alexand,"e Magn4o9 A,9l","es Diniz2 4,95"
Walfrido Menezes,"29,9","14,95"
Luiz Cláudio de Almeida Barbosa; Reinal,o Bertol4a5,"antarutti22,5"
Henderson Fürst,59,"29,5"
Maria do Carmo Fidelix,"64,9","32,45"
Felipe Valentim,"34,9","17,45"
"Jeff Ferrell, Keith Hayward, Salah H. Kha","ed Jr, Á6l9va,9r","Oxley d3a4 R,9o5c"
Francisco Brito Cruz,79,"39,5"
Alê Youssef,"34,9","17,45"
Rafaela Macedo; Cláudio Macedo; Bea S,"oralick34,9","17,45"
Sílvia Barros,54,27
Ana Faria,"39,9","19,95"
Clécio Gomes,50,25
Nuno Rebelo,"49,9","24,95"
Renila Lacerda Bragagnoli,"44,9","22,45"
Nnaictoal diae P siengtuor aCnoçsata pública,"39,9","19,95"
Tiago Heliodoro Nascimento,"39,9","19,95"
ORG: Onofre Alves Batista Junior,90,45
T. Câmara,"39,9","19,95"
Joelton Carneiro de Lima,"35,9","17,95"
Maria Angélica dos Santos,"29,9","14,95"
Victoria Cunha,"49,9","24,95"
Raul Marques,32,16
Nuno Rebelo,"49,9","24,95"
Roberto Mangabeira Unger,"79,9","39,95"
Marcela Maria,"39,9","19,95"
Ricardo Tadeu Estanislau Prado,"49,9","24,95"
Laís da Silva Avelar,"56,9","28,45"
Liana Portilho,70,35
Vivian Barbour,"49,9","24,95"
R-1a9u4l A5m)aro de Oliveira Lanari,"49,9","24,95"
Kaja Nordengen; Tradução: Leonardo Pi,"to Silv5a9,9","29,95"
Vicente P. Campos,38,19
Mila Batista Leite Corrêa da Costa,90,45
Jefferson Schroeder,"39,9","19,95"
fCisrcisatiisane Miranda Botelho,119,"59,5"
Izabeça Gama Guandalini,"32,9","16,45"
Luís Fellipe,"34,9","17,45"
Hermes de Sousa Versa,"52,9","26,45"
ORGS: Diego Werneck Arguelhes; Felipe,"econd3o9,9","19,95"
ORGS: Joaquim Falcão; Diego Werneck;,"homa7z 2P,e5r","ira; Feli3p6e, 2R5e"
Clarissa Cecilia Ferreira Alves,"69,9","34,95"
Maria Vitória Bernardes,"59,9","29,95"
ORGS: Joaquim Falcão; Diego Werneck;,"elipe R7e9c,o9","do39,95"
Daniel Cabaleiro Saldanha,90,45
Dalmo Ferrari,"39,9","19,95"
Paulo Victor Leôncio Chaves,"46,9","23,45"
iAáriads nio J Basrmasinl i,"36,9","18,45"
Bruna Kalil Othero,35,"17,5"
Flávia Souza Máximo Pereira,"89,9","44,95"
ORG: Renato C. P. de Vitto; Valdirene D,"ufenda8c4k,9","42,45"
Olden Hugo,"42,9","21,45"
Vinicius Benatto,"39,9","19,95"
Renata Abrunhosa,"44,9","22,45"
ORGS: Inês Virgínia P. Soares;Yussef D.S.,"Campo8s9; R,9a","l A.O. L4a4n,a9r5i"
Marcus Vinícius Borges,"39,9","19,95"
Jávier Sáez; Sejo Carrascosa,42,21
Djenane K. Azevedo,"29,9","14,95"
Fernanda Matos,"34,9","17,45"
Sthefani Lima,"39,9","19,95"
Ana Priscila Correia Luz,"36,9","18,45"
André Magri Ribeiro de Melo; Bruna Kali,"l Other4o4; ,C9","nstânci2a 2L,i4m5"
ORGS:Luciana Grassano; Ana Pontes; M,"rciano6 S2e,a9","ra31,45"
Pedro Henrique Belo Lisboa Trento,80,40
ORGS: Pedro H. Villas Bôas Castelo Bran,o; Carin1a3 B9,"rbosa Go6u9v,ê5"
Carina Barbosa Gouvêa; Pedro H. Villas,ôas Caste6l9o,"Branco34,5"
Reni Eddo-Lodge,"49,9","24,95"
nFaelrdn aDnwdor Vkineira Luiz,99,"49,5"
Sandra Acosta,"39,9","19,95"
"Diogo Toscano, Geovane Moraes",89,"44,5"
Rosa Dias,"29,9","14,95"
Rodrigo Mendes Ferreira,"59,9","29,95"
Mariana Freitas,"39,9","19,95"
Laís Camargo,"32,9","16,45"
Tatiane Souza,0,0
Igor Santos; Maíra Barroso Léo; José Ric,"rdo34,9","17,45"
Humberto Bressani,"59,9","29,95"
Gabriel Nascimento,"36,9","18,45"
João Eduardo de Nadal,79,"39,5"
Luciana Grassano de Gouvêa Melo,"69,9","34,95"
ORGS: Fernando Facury Scaff; Misabel D,"Abre1u3 M9,a9","hado De6r9zi,;9 O5"
Misabel De Abreu Machado Derzi; Onofr,Alves Ba8t0i,ta Júnior; T4h0o
Ozires Silva,"39,9","19,95"
Ozires Silva,0,0
Luciana Grassano de Gouvêa Melo,"34,9","17,45"
Vitória Fachin,"29,9","14,95"
FoTales Willyan Fornazier Moreira,39,"19,5"
Alexandre Pinto Ribeiro,"29,9","14,95"
ORG: Lucia Castello Branco,"47,9","23,95"
"",Maísa Ramos Pereira,"59,9","29,95"
"",ORG: Salah H. Khaled Jr.,"84,9","42,45"
"",Luca Belli; Jhessica Francielli Reia,"69,9","34,95"
"",Danilo Patzdorf,"39,9","19,95"
"",Liv Soban,"39,9","19,95"
"",ORG: Patricia Maeda,"64,9","32,45"
"",pMeánraiol  Luiz Ramidoff; Cesare Triberti,"69,9","34,95"
"",Tay Borges,89,"44,5"
"",Robert H. Frank,"44,9","22,45"
"",Rafael Leopoldo,"34,9","17,45"
"",Luciana Rausch,"49,9","24,95"
"",ORG: Leonardo Vieira de Souzaa,99,"49,5"
"",Rodrigo Santesso Kido; Marcos Augusto,"Carbon5i9; G,9i","a Copo2la9;, I9v5o"
"",ORGS: José Roberto Mello Porto; Rodri,"o Fux; R8o9d,9r","go Cunh4a4 M,9e5l"
"",Tarcísio Diniz Magalhães,95,"47,5"
"",ORGS: Rodrigo Mendes Ferreira; Gustav,"Rodri6gu2e,9s","orges d3e1 A,4ra5"
"",Carlos Capuruço,"49,9","24,95"
"",Dino Savio,"32,9","16,45"
"",Pdaet 1rí9c8ia8 Maeda,"64,9","32,45"
"",ORG: Paulo Henrique Silva,"59,9","29,95"
"",ORGS: José Roberto Afonso; Melina Roc,"a Luk1ic4;9 R,9o","rigo Oc7t4áv,9io5"
"",Luis Ferrara,"49,9","24,95"
"",Ana Faria,"49,9","24,95"
"",Ana Faria,"49,9","24,95"
"",Luís Henrique da Silva Novais,"34,9","17,45"
"",Régis Frances Telis,"32,9","16,45"
"",Bruna Ramos da Fonte,"49,9","24,95"
"",Igor Raatz; Natascha Anchieta,"74,9","37,45"
"",Geovane Moraes,199,"99,5"
"",João Pedro Ramalho Martins,"39,9","19,95"
"",Monica Romeiro,"39,9","19,95"
"",Simone Demolinari,"49,9","24,95"
"",Paulo Vitor Palma Navasconi,"49,9","24,95"
"",Débora Cançado de Azevedo,"29,9","14,95"
"",Jackson da Silva Leal,"49,9","24,95"
Ciências Criminais: Direito e Segurança,,"74,9","37,45"
Futuro do trabalho da pessoa com deficiência: da lei de cotas à agenda 2030,Patrick Schneider,"69,9","34,95"
O pensamento de Angela Davis: perspectivas de liberdade e resistência,Bruna Santiago,"49,9","24,95"
Cabelo ruim? Que mal ele te fez?,Kátia Maria dos Santos Barbosa,"29,9","14,95"
Censura judicial: como o STF tem interpretado a ADPF 130?,Bárbara Pombo,"49,9","24,95"
Músculo involuntário,Felipe Só,"34,9","17,45"
Entre o pó e o chumbo,Ramon Macedo,"69,9","34,95"
No passo do coração: um caminho na busca de si mesmo,Kellen Castro,"49,9","24,95"
Instação,Lilian Cortez,"39,9","19,95"
Prelúdio,Vinícius França,"34,9","17,45"
Em apenas um ano,Lívia Franco Osti,"59,9","29,95"
A cor das empregadas: a invisibilidade racial no debate do trabalho doméstico remunerado,Tamis Porfírio,"49,9","24,95"
A felicidade obscena,Amanda Brito,"39,9","19,95"
Os planos,Carlos Marcelo,"64,9","32,45"
Explorando a Criminologia Cultural - 2a ed,"Jeff Ferrell, Keith Hayward, Salah H. Khaled Jr, Álv","ro Oxley 6d9a ,R9","cha34,95"
