"",,,
Título,Autor,"Preço decapa","Preço comdesconto"
As Cores do Mundinho,INGRID BIESEMEYER BELLINGHAUSEN,"R$ 16,90","R$ 8,45"
As Cores do Mundinho - Meus Primeiros Mundinhos (cartonado),INGRID BIESEMEYER BELLINGHAUSEN,"R$ 19,90","R$ 9,95"
As Descobertas de Paulinho na Metrópole,MARINA FRANCO,"R$ 32,00","R$ 16,00"
As Famílias do Mundinho,INGRID BIESEMEYER BELLINGHAUSEN,"R$ 28,00","R$ 14,00"
As Formas do Mundinho,INGRID BIESEMEYER BELLINGHAUSEN,"R$ 16,90","R$ 8,45"
As Formas do Mundinho - Meus Primeiros Mundinhos (cartonado),INGRID BIESEMEYER BELLINGHAUSEN,"R$ 19,90","R$ 9,95"
As Horrorosas Maravilhosas,ELIAS JOSE,"R$ 34,00","R$ 17,00"
As Vítimas-algozes - Texto Integral com Comentários,JOAQUIM MANOEL DE MACEDO,"R$ 16,90","R$ 8,45"
Asa Branca,LUIZ GONZAGA / ILUSTRADO POR MAURICIO PEREIRA,"R$ 28,00","R$ 14,00"
Atlas Ambiental - Especial,EQUIPE DCL,"R$ 79,90","R$ 39,95"
Atlas do Corpo Humano,EQUIPE DCL,"R$ 9,90","R$ 4,95"
Atlas do Estudante,EQUIPE DCL,"R$ 9,90","R$ 4,95"
Atlas Escolar e Didático - Atualizado,EQUIPE DCL,"R$ 18,90","R$ 9,45"
Atlas Universal - Especial,EQUIPE DCL,"R$ 79,00","R$ 39,50"
Audiobook - Dom Quixote,MIGUEL DE CERVANTES / LIVRO FALANTE,"R$ 24,00","R$ 12,00"
Audiobook - Drácula,BRAM STOKER / LIVRO FALANTE,"R$ 24,00","R$ 12,00"
Aventura Animal,FERNANDO VILELA,"R$ 36,00","R$ 18,00"
Aventuras do Velho Testamento,GISLENE DE OLIVEIRA,"R$ 46,00","R$ 23,00"
Bafafá na Arca de Noé,MARCO HAURÉLIO E ANABELLA LÓPEZ,"R$ 32,00","R$ 16,00"
Balaio de Bichos,CLAUDIO FRAGATA,"R$ 29,00","R$ 14,50"
Balé dos Skazkás - Viajando Pelos Contos da Rússia,KATIA CANTON,"R$ 28,00","R$ 14,00"
"Batu, o Filho Do Rei",CELSO SISTO,"R$ 30,00","R$ 15,00"
Bestiário Transgênico,KATIA CANTON,"R$ 31,00","R$ 15,50"
Betina Quero-quero,ANDRÉIA VIEIRA,"R$ 29,00","R$ 14,50"
Blog da Ritoca - Amizades e Paqueras,ANA PAULA CORRADINI,"R$ 14,00","R$ 7,00"
Brasil Folião,FATIMA MIGUEZ,"R$ 33,00","R$ 16,50"
"Brasil, Olhar de Artista",KATIA CANTON,"R$ 45,00","R$ 22,50"
Brasileirinho - História de Amor do Brasil,IEDA DE OLIVEIRA,"R$ 34,00","R$ 17,00"
Brasil-lendário,FATIMA MIGUEZ MARTIS,"R$ 35,00","R$ 17,50"
Brasil-menino,FATIMA MIGUEZ MARTIS,"R$ 35,00","R$ 17,50"
"Brilha, Brilha, Estrelinha - Minhas Primeiras Cantigas",EQUIPE DCL,"R$ 12,90","R$ 6,45"
Broquéis e Faróis - Texto Integral com Comentários,CRUZ E SOUZA,"R$ 16,90","R$ 8,45"
"Bruxa e Fada, Menina Encantada",IEDA DE OLIVEIRA,"R$ 37,00","R$ 18,50"
"Cabeça, Ombro, Joelho e Pé - Minhas Primeiras Cantigas",EQUIPE DCL,"R$ 12,90","R$ 6,45"
Cachinhos Dourados e os Três Ursos,INGRID BIESEMEYER BELLINGHAUSEN,"R$ 28,00","R$ 14,00"
"Caco, o Cavaleiro - Com Capa Para Tocar & Sentir",EQUIPE DCL,"R$ 12,90","R$ 6,45"
Cada Família é de um Jeito,ALINE ABREU,"R$ 23,00","R$ 11,50"
"Cada Sapo Com Seu Papo, Cada Princesa Com Sua Sutileza",FATIMA MIGUEZ MARTIS,"R$ 28,00","R$ 14,00"
Cadê Clarisse?,SONIA ROSA,"R$ 21,00","R$ 10,50"
Caminhos para Formação do Leitor,RENATA JUNQUEIRA DE SOUZA,"R$ 33,00","R$ 16,50"
Cartão-postal,LUIZ RAUL MACHADO,"R$ 35,00","R$ 17,50"
Cartas Chilenas - Texto Integral com Comentários,TOMÁS ANTÔNIO GONZAGA,"R$ 16,90","R$ 8,45"
Casa de Pensão - Texto Integral com Comentários,ALUÍSIO AZEVEDO,"R$ 16,90","R$ 8,45"
Celina,CHRISTINA DIAS,"R$ 25,00","R$ 12,50"
Chapeuzinho Vermelho,INGRID BIESEMEYER BELLINGHAUSEN,"R$ 28,00","R$ 14,00"
Chocolate Quente na Neve,KATIA CANTON,"R$ 28,00","R$ 14,00"
Cinco Minutos e a Viuvinha - Texto Integral com Comentários,JOSÉ DE ALENCAR,"R$ 16,90","R$ 8,45"
Clássicos de Sempre - A Bela Adormecida,EQUIPE DCL,"R$ 5,00","R$ 2,50"
Clássicos de Sempre - Alice no País das Maravilhas,EQUIPE DCL,"R$ 5,00","R$ 2,50"
Clássicos de Sempre - Chapeuzinho Vermelho,EQUIPE DCL,"R$ 5,00","R$ 2,50"
Clássicos de Sempre - Cinderela,EQUIPE DCL,"R$ 9,90","R$ 4,95"
Clássicos de Sempre - O Patinho Feio,EQUIPE DCL,"R$ 9,90","R$ 4,95"
Clássicos de Sempre - O Soldadinho de Chumbo,EQUIPE DCL,"R$ 5,00","R$ 2,50"
Clássicos de Sempre - Os Três Porquinhos,EQUIPE DCL,"R$ 5,00","R$ 2,50"
Clássicos de Sempre - Pinóquio,EQUIPE DCL,"R$ 5,00","R$ 2,50"
Coleção Arte Conta Histórias - 11 Vols,KATIA CANTON,"R$ 252,00","R$ 126,00"
Com o Coração na Mão,FÁTIMA MIGUEZ,"R$ 31,00","R$ 15,50"
Comilança,FERNANDO VILELA,"R$ 31,00","R$ 15,50"
Como as Histórias se Espalharam pelo Mundo,ROGERIO ANDRADE BARBOSA E GRAÇA LIMA,"R$ 31,00",
Como é Bonito o Pé do Igor,SONIA ROSA,"R$ 21,00","R$ 10,50"
Contos de Aluisio Azevedo,ALUÍSIO AZEVEDO,"R$ 26,00","R$ 13,00"
Contos de Artur Azevedo,ARTUR AZEVEDO,"R$ 24,00","R$ 12,00"
Contos de Assombração Causos Arrepiantes,MAURICIO PEREIRA,"R$ 33,00","R$ 16,50"
Contos de Fadas Sangrentos,ROSANA RIOS E JEAN-CLAUDE R. ALPHEN,"R$ 33,00","R$ 16,50"
Contos de Guy de Maupassant,MARIA VIANA,"R$ 24,00","R$ 12,00"
Contos de Inglês de Sousa,INGLES DE SOUSA,"R$ 24,00","R$ 12,00"
Contos de Machado de Assis,MACHADO DE ASSIS,"R$ 24,00","R$ 12,00"
Contos de Suspense - Histórias Para Congelar Seu Sangue,ROSANA RIOS E MARTHA ARGEL,"R$ 28,90","R$ 14,45"
Contos Fluminenses - Texto Integral com Comentários,MACHADO DE ASSIS,"R$ 16,90","R$ 8,45"
Contos que Brotam na Floresta,KATIA CANTON,"R$ 28,00","R$ 14,00"
Contos que Valem uma Fábula,KATIA CANTON,"R$ 28,00","R$ 14,00"
Contrastes e Confrontos,EUCLIDES DA CUNHA,"R$ 16,90","R$ 8,45"
Conversa de Madame,KATIA CANTON,"R$ 28,00","R$ 14,00"
"Coração, Cabeça e Estômago - Texto Integral com Comentários",CAMILO CASTELO BRANCO,"R$ 16,90","R$ 8,45"
Cores - Mundo Encantado - Unicórnios e Sereias,EQUIPE DCL,"R$ 16,90","R$ 8,45"
Cores - Mundo Selvagem - Dinossauros e Dragões,EQUIPE DCL,"R$ 16,90","R$ 8,45"
"Corre, Curumim!",LAERTE SILVINO,"R$ 26,00","R$ 13,00"
"Dadá, a Mulher de Corisco",LUCIANA SAVAGET TEIXEIRA,"R$ 28,00","R$ 14,00"
Danny Baker 1 - Quebrador De Recordes - A Maior Melecona do Mundo,STEVE HARTLEY,"R$ 25,00","R$ 12,50"
Danny Baker 2 - Quebrador De Recordes - O Vomitão Aéreo Mais Incrível do Mundo,STEVE HARTLEY,"R$ 25,00","R$ 12,50"
Danny Baker 3 - Quebrador De Recordes - O Peido de Braço Mais Alto do Mundo,STEVE HARTLEY,"R$ 25,00","R$ 12,50"
Danny Baker 4 - Quebrador De Recordes - A Maior Cera de Ouvido do Mundo,STEVE HARTLEY,"R$ 25,00","R$ 12,50"
De Cima Para Baixo,ARTUR AZEVEDO,"R$ 41,00","R$ 20,50"
De Mãos Dadas,INGRID BIESEMEYER BELLINGHAUSEN,"R$ 31,00","R$ 15,50"
De Olho na Amazônia,INGRID BIESEMEYER BELLINGHAUSEN,"R$ 31,00","R$ 15,50"
De Olho na Mata Atlântica,INGRID BIESEMEYER BELLINGHAUSEN,"R$ 28,00","R$ 14,00"
Debaixo de Uma Cerejeira,KATIA CANTON,"R$ 28,00","R$ 14,00"
Desenhos de um Garoto Solitário,NALDO JUNIO,"R$ 24,00","R$ 12,00"
Despedaçada,TERI TERRY,"R$ 41,00","R$ 20,50"
Diário de Portugal,ALINA PERLMAN,"R$ 30,00","R$ 15,00"
Diário de um Lobisomem,GEORGINA MARTINS,"R$ 24,00","R$ 12,00"
Dicionário Bíblico - Estudos Bíblicos,EQUIPE DCL,"R$ 89,90","R$ 44,95"
Dicionário Silveira Bueno - 80 Mil Verbetes,EQUIPE DCL,"R$ 99,90","R$ 49,95"
DISNEY -  BILÍNGUE - CARROS 3,DISNEY,"R$ 24,90","R$ 12,45"
Disney - 365 Histórias Para Dormir - Vol. 3,DISNEY,"R$ 59,90","R$ 29,95"
Disney - Adivinhe quem é Sofia!,DISNEY,"R$ 34,90","R$ 17,45"
Disney - Art Pack - Carros 2,DISNEY,"R$ 9,90","R$ 4,95"
Disney - Art Pack - Frozen,DISNEY,"R$ 9,90","R$ 4,95"
Disney - Art Pack - Mickey,DISNEY,"R$ 9,90","R$ 4,95"
Disney - Art Pack - Minnie,DISNEY,"R$ 9,90","R$ 4,95"
Disney - Art Pack - Princesas,DISNEY,"R$ 9,90","R$ 4,95"
Disney - Art Pack - Toy Story 3,DISNEY,"R$ 9,90","R$ 4,95"
DISNEY - BILÍNGUE - FROZEN 2,DISNEY,"R$ 24,90","R$ 12,45"
DISNEY - BILÍNGUE - MICKEY,DISNEY,"R$ 24,90","R$ 12,45"
DISNEY - BILÍNGUE - O BOM DINOSSAURO,DISNEY,"R$ 24,90","R$ 12,45"
DISNEY - BILÍNGUE - PROCURANDO DORY,DISNEY,"R$ 24,90","R$ 12,45"
DISNEY - BILÍNGUE - TOY STORY 4,DISNEY,"R$ 24,90","R$ 12,45"
Disney - Cores - A Pequena Sereia,DISNEY,"R$ 16,90","R$ 8,45"
Disney - Cores - Branca De Neve,DISNEY,"R$ 16,90","R$ 8,45"
Disney - Cores - Carros 3,DISNEY,"R$ 16,90","R$ 8,45"
Disney - Cores - Cinderela,DISNEY,"R$ 16,90","R$ 8,45"
Disney - Cores - Frozen,DISNEY,"R$ 16,90","R$ 8,45"
Disney - Cores - Mickey Mouse,DISNEY,"R$ 16,90","R$ 8,45"
Disney - Cores - Minnie Mouse,DISNEY,"R$ 16,90","R$ 8,45"
Disney - Cores - Moana,DISNEY,"R$ 16,90","R$ 8,45"
Disney - Cores - O Bom Dinossauro,DISNEY,"R$ 16,90","R$ 8,45"
Disney - Cores - Procurando Dory,DISNEY,"R$ 16,90","R$ 8,45"
Disney - Cores - Tinker Bell,DISNEY,"R$ 16,90","R$ 8,45"
Disney - Cores - Toy Story 3,DISNEY,"R$ 16,90","R$ 8,45"
Disney - Diversão com Massinhas - Frozen 2,DISNEY,"R$ 39,90","R$ 19,95"
Disney - Doutora Brinquedos (Adivinhe quem é),DISNEY,"R$ 34,90","R$ 17,45"
Disney - Frozen - Estúdio Congelante,DISNEY,"R$ 15,90","R$ 7,95"
Disney - Livro de História e Atividades - Frozen,DISNEY,"R$ 9,90","R$ 4,95"
DISNEY - MASSINHA DIVERTIDA - CARROS 3,DISNEY,"R$ 29,90","R$ 14,95"
DISNEY - MASSINHA DIVERTIDA - FROZEN,DISNEY,"R$ 29,90","R$ 14,95"
DISNEY - MASSINHA DIVERTIDA - LUCA,DISNEY,"R$ 29,90","R$ 14,95"
DISNEY - MASSINHA DIVERTIDA - MICKEY,DISNEY,"R$ 29,90","R$ 14,95"
DISNEY - MASSINHA DIVERTIDA - MINNIE,DISNEY,"R$ 29,90","R$ 14,95"
DISNEY - MASSINHA DIVERTIDA - O BOM DINOSSAURO,DISNEY,"R$ 29,90","R$ 14,95"
DISNEY - MASSINHA DIVERTIDA - PRINCESAS,DISNEY,"R$ 29,90","R$ 14,95"
DISNEY - MASSINHA DIVERTIDA - PROCURANDO DORY,DISNEY,"R$ 29,90","R$ 14,95"
Disney - Meus Adesivos Divertidos - Frozen,DISNEY,"R$ 10,90","R$ 5,45"
Disney - O Livro do Bebê - Edição de Luxo,DISNEY,"R$ 59,90","R$ 29,95"
Disney - Oficina da Princesinha Sofia,DISNEY,"R$ 8,90","R$ 4,45"
DISNEY - PRIMEIRAS HISTÓRIAS - CARROS 3,DISNEY,"R$ 21,90","R$ 10,95"
DISNEY - PRIMEIRAS HISTÓRIAS - FROZEN 2,DISNEY,"R$ 21,90","R$ 10,95"
DISNEY - PRIMEIRAS HISTÓRIAS - MICKEY,DISNEY,"R$ 21,90","R$ 10,95"
DISNEY - PRIMEIRAS HISTÓRIAS - MINNIE,DISNEY,"R$ 21,90","R$ 10,95"
DISNEY - PRIMEIRAS HISTÓRIAS - O BOM DINOSSAURO,DISNEY,"R$ 21,90","R$ 10,95"
DISNEY - PRIMEIRAS HISTÓRIAS - PROCURANDO DORY,DISNEY,"R$ 21,90",
Disney - Princesas - Sonhos Se Tornam Realidade,DISNEY,"R$ 59,90","R$ 29,95"
Disney - Princesas (Diversão colorida),DISNEY,"R$ 12,90","R$ 6,45"
Disney - Princesas (Faça arte),DISNEY,"R$ 29,90","R$ 14,95"
Disney - Super Color Pack - Carros 3,DISNEY,"R$ 29,90","R$ 14,95"
Disney - Super Color Pack - Frozen 2,DISNEY,"R$ 29,90","R$ 14,95"
Disney - Super Color Pack - Mickey,DISNEY,"R$ 29,90","R$ 14,95"
Disney - Super Color Pack - Minnie,DISNEY,"R$ 29,90","R$ 14,95"
Disney - Super Color Pack - Princesas,DISNEY,"R$ 29,90","R$ 14,95"
Disney - Super Color Pack - Toy Story 4,DISNEY,"R$ 29,90","R$ 14,95"
Disney - SuperColor Pack - Moana,DISNEY,"R$ 29,90","R$ 14,95"
Disney - SuperColor Pack - Os Incríveis 2,DISNEY,"R$ 29,90","R$ 14,95"
Disney - SuperColor Pack - Vampirina,DISNEY,"R$ 29,90","R$ 14,95"
Disney - Toy Story 3 (Pinte e brinque),DISNEY,"R$ 9,90","R$ 4,95"
Disney - Vamos Colorir - Carros 3,DISNEY,"R$ 9,90","R$ 4,95"
Disney - Vamos Colorir - Frozen 2,DISNEY,"R$ 9,90","R$ 4,95"
Disney - Vamos Colorir - Mickey Mouse,DISNEY,"R$ 9,90","R$ 4,95"
Disney - Vamos Colorir - Minnie,DISNEY,"R$ 9,90","R$ 4,95"
Disney - Vamos Colorir - Moana,DISNEY,"R$ 9,90","R$ 4,95"
Disney - Vamos Colorir - O Bom Dinossauro,DISNEY,"R$ 9,90","R$ 4,95"
Disney - Vamos Colorir - O Rei Leão,DISNEY,"R$ 9,90","R$ 4,95"
Disney - Vamos Colorir - Os Incríveis 2,DISNEY,"R$ 9,90","R$ 4,95"
Disney - Vamos Colorir - Princesas,DISNEY,"R$ 9,90","R$ 4,95"
Disney - Vamos Colorir - Princesinha Sofia,DISNEY,"R$ 9,90","R$ 4,95"
Disney - Vamos Colorir - Toy Story 4,DISNEY,"R$ 9,90","R$ 4,95"
Disney - Vamos Colorir - Vampirina,DISNEY,"R$ 9,90","R$ 4,95"
Disney - Zootopia (Livro de história e atividades),DISNEY,"R$ 9,90","R$ 4,95"
Disney 3D Magic - Carros 3 (com óculos de efeito 3D!),DISNEY,"R$ 14,90","R$ 7,45"
Disney 3D Magic - Frozen 2 (com óculos de efeito 3D!),DISNEY,"R$ 14,90","R$ 7,45"
Disney 3D Magic - Mickey (com óculos de efeito 3D!),DISNEY,"R$ 14,90","R$ 7,45"
Disney 3D Magic - Minnie (com óculos de efeito 3D!),DISNEY,"R$ 14,90","R$ 7,45"
Disney 3D Magic - O Bom Dinossauro (com óculos de efeito 3D!),DISNEY,"R$ 14,90","R$ 7,45"
Disney 3D Magic - Procurando Dory (com óculos de efeito 3D!),DISNEY,"R$ 14,90","R$ 7,45"
Disney Aquarela - A Bela Adormecida__,DISNEY,"R$ 19,90","R$ 9,95"
Disney Aquarela - A Bela e a Fera,DISNEY,"R$ 19,90","R$ 9,95"
Disney Aquarela - A Casa do Mickey Mouse,DISNEY,"R$ 19,90","R$ 9,95"
Disney Aquarela - A Guarda do Leão,DISNEY,"R$ 19,90","R$ 9,95"
Disney Aquarela - A Pequena Sereia__,DISNEY,"R$ 19,90","R$ 9,95"
Disney Aquarela - Carros 3__,DISNEY,"R$ 19,90","R$ 9,95"
Disney Aquarela - Cinderela__,DISNEY,"R$ 19,90","R$ 9,95"
Disney Aquarela - Disney Junior,DISNEY,"R$ 19,90","R$ 9,95"
Disney Aquarela - Elena de Avalor,DISNEY,"R$ 19,90","R$ 9,95"
Disney Aquarela - Minnie Mouse,DISNEY,"R$ 19,90","R$ 9,95"
Disney Aquarela - Moana,DISNEY,"R$ 19,90","R$ 9,95"
Disney Aquarela - O Bom Dinossauro__,DISNEY,"R$ 19,90","R$ 9,95"
Disney Aquarela - Os Incríveis 2,DISNEY,"R$ 19,90","R$ 9,95"
Disney Aquarela - Os Incríveis 2__,DISNEY,"R$ 19,90","R$ 9,95"
Disney Aquarela - Procurando Dory,DISNEY,"R$ 19,90","R$ 9,95"
