"",,,,,
"Edições Rosari LtdaR Apeninos, 930, conjunto 91     Cep: 04104-020    São Paulo – SPFone: 115571-7704www.rosari.com.brvendas@rosari.com.br",preços válidos,,,,
9788588343187,O Impossível Sujeito 1 - Implicações da Irredutibilidade do Inconsciente,José F. Miguel H. Bairrão,PSICOLOGIA,"54,00",
9788588343368,O Impossível Sujeito 2 - Implicações do Tratamento do Inconsciente,José F. Miguel H. Bairrão,PSICOLOGIA,"54,00",
9788588343528,"O Livro e o designer I - Embalagem, Navegação, Estrtura e Especificação",Roger Fawcett-Tang,DESIGN,"82,00",
9788588343986,O Livro e o designer II - Como criar e produzir livros,Andrew Haslam,DESIGN,"1 05,00",
9788588343894,O Primeiro Arco-íris - A História de Noé e a Arca,Lois Rock,INFANTO-JUVENI,"29,00",
9788580500202,O Processo do Design Gráfico - Do Problema a Solução,Nancy Skolos,DESIGN,"96,00",
9788588343788,O Que Pensam os Filosofos Atuais?,Jeremy Stangroom,FILOSOFIA,"38,00",
9788588343511,Pelos Caminhos da Fé - Vinte Jornadas para Inspirar a Alma,David Souden,RELIGIÃO,"66,00",
9788588343481,Primeiros Socorros em Tipografia,Hans Peter Willberg,"DESIGN, TIPOGR","F I A 47,00",
9788588343122,Psicanálise: Uma Leitura Trágica do Conhecimento,Emir Tomazelli,PSICOLOGIA,"47,00",
9788588343269,Psicodélicas,Carlos Perrone,"DESIGN,TIPOGR","FI A  18,00",
9788580500257,"Roma e o Oriente Distante - Rotas comerciais para as terras antigas da Arábia, Índia e China",Raoul McLaughlin,História,"45,00",
9788588343764,Roteiro de uma vida no design,Hugo Kovadloff,DESIGN,"48,00",
9788588343603,São Francisco de Assis,Joyce Denham,INFANTO-JUVENI,"34,00",
9788588343405,Signofobia,Chico Homem de Melo,DESIGN,"37,00",
9788588343184,Sismos e Acomodações - A Clínica Psicanalítica Como Usina de Idéias,Luiz Carlos Uchôa Junqueira,FPilShICoOLOGIA,"46,00",
9788588343191,"Tempos Gráficos, Diário de Época",Lúcia Bergamaschi C. Weim,"rDESIGN,TIPOGR","FI A  18,00",
9788588343030,Textos Recentes e Escritos Históricos,Alexandre Wollner,DESIGN,"42,00",
9788588343108,Times Collage - Um Tipo Clássico Revisitado,Tide Hellmeister,"DESIGN,TIPOGR","FI A  18,00",
9788588343351,Tipografia Comparada - 108 Fontes Clássicas Analisadas e Comentadas,Claudio Rocha,DESIGN,"45,00",
9788588343238,Trajan,Claudio Rocha,DESIGN,"18,00",
9788580500080,Um Mundo Sem Gelo,Henry Pollack,Meio ambiente,"40,00",
9788580500332,Um olhar Gráfico,Claudio Ferlauto,DESIGN,"32,00",
